City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Raised
Natick,4/22/2011,1.06328E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product In Beta Test,Corporate,MA,Boston Metro,1,1,
San Diego,4/22/2011,6.03703E+11,Wireless Communications Equipment,Information Technology,Communications and Networking,"San Diego-Carlsbad-San Marcos, CA",Southern California,Generating Revenue,Corporate,CA,San Diego Metro,1,1,18
San Francisco,4/22/2011,6.14911E+11,Business Applications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Seed Round,CA,San Francisco Bay Area,1,1,
Greenwich,4/25/2011,6.03793E+11,Legal Counseling,Business and Financial Services,Business Support Services,"Bridgeport-Stamford-Norwalk, CT",Mid-Atlantic,Generating Revenue,Later Stage,CT,New York Metro,1,1,2.13
Encinitas,4/25/2011,6.13601E+11,Sports/Leisure Goods,Consumer Goods,Personal Goods,"San Diego-Carlsbad-San Marcos, CA",Southern California,Generating Revenue,First Round,CA,San Diego Metro,1,1,1.6
San Francisco,4/25/2011,1.12092E+11,Online Communities,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,10
Mountain View,4/25/2011,1.13703E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,7
Palo Alto,4/25/2011,6.13347E+11,Network/Systems Management Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,First Round,CA,San Francisco Bay Area,1,1,13.75
Concord,4/25/2011,56438758995,Vertical Market Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,4.86
Goleta,4/25/2011,61039759025,Fiberoptic Equipment,Information Technology,Communications and Networking,"Santa Barbara-Santa Maria-Goleta, CA",Southern California,Generating Revenue,Restart,CA,,1,1,3.63
San Francisco,4/25/2011,6.13348E+11,Communications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Seed Round,CA,San Francisco Bay Area,1,1,1.2
Chicago,4/26/2011,76982759041,Advertising/Marketing,Business and Financial Services,Business Support Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,IL,Chicago Metro,1,1,2
Austin,4/26/2011,6.05393E+11,Project/Document Collaboration,Business and Financial Services,Business Support Services,"Austin-Round Rock, TX",South Central,Generating Revenue,Second Round,TX,Austin Metro,1,1,2
Seattle,4/26/2011,6.13407E+11,Data Management Services,Business and Financial Services,Business Support Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,Seed Round,WA,Seattle Metro,1,1,
Menlo Park,4/26/2011,6.0716E+11,Online Communities,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Profitable,Second Round,CA,San Francisco Bay Area,1,1,18
San Francisco,4/26/2011,78035758805,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,15
Irvine,4/26/2011,1.82495E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Second Round,CA,Orange County,1,1,17.26
Westwood,4/26/2011,2.28855E+11,Vertical Market Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,3
San Mateo,4/26/2011,3.53324E+11,Database Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,1.73
Sunnyvale,4/26/2011,82442758537,Communications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Profitable,Later Stage,CA,San Francisco Bay Area,1,1,
Austin,4/27/2011,2.28407E+11,Project/Document Collaboration,Business and Financial Services,Business Support Services,"Austin-Round Rock, TX",South Central,Product Development,Later Stage,TX,Austin Metro,1,1,1.5
San Francisco,4/27/2011,6.13414E+11,Clothing/Accessories,Consumer Goods,Personal Goods,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,1.3
Anaheim,4/27/2011,1.10528E+11,Automobiles,Consumer Goods,Vehicles and Parts,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,CA,Orange County,1,1,115
New York,4/27/2011,6.10203E+11,Food/Drug Retailers,Consumer Services,Retailers,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,NY,New York Metro,1,1,10
Richmond,4/27/2011,6.04887E+11,Solar Energy,Energy and Utilities,Renewable Energy,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Second Round,CA,San Francisco Bay Area,1,1,5
Cleveland,4/27/2011,6.11854E+11,Healthcare Services: Other,Healthcare,Healthcare Services,"Cleveland-Elyria-Mentor, OH",Midwest East,Startup,First Round,OH,,1,1,2.28
Sunnyvale,4/27/2011,61541759042,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,7.45
Cleveland,4/27/2011,6.13561E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Cleveland-Elyria-Mentor, OH",Midwest East,Product Development,Seed Round,OH,,1,1,0.25
Columbia,4/27/2011,54307758814,Commercial Fishing/Aquaculture,Industrial Goods and Materials,Agriculture and Forestry,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,Later Stage,MD,Potomac,1,1,1.15
Palo Alto,4/27/2011,6.13503E+11,Business Applications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,12.6
Atlanta,4/27/2011,6.13397E+11,Vertical Market Applications Software,Information Technology,Software,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,First Round,GA,,1,1,2.5
Wellesley Hills,4/27/2011,56279758602,Network/Systems Management Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,6.2
San Jose,4/27/2011,2.29127E+11,Data Storage,Information Technology,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,Second Round,CA,San Francisco Bay Area,1,1,15
San Francisco,4/28/2011,6.09118E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,2.5
San Francisco,4/28/2011,6.13406E+11,Data Management Services,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,6.5
San Francisco,4/28/2011,6.14022E+11,Business to Business Marketplaces,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Profitable,First Round,CA,San Francisco Bay Area,1,1,35
New York,4/28/2011,65985759437,Advertising/Marketing,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,NY,New York Metro,1,1,9.48
San Mateo,4/28/2011,63196758626,Project/Document Collaboration,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,12
New York,4/28/2011,1.0981E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,NY,New York Metro,1,1,41
Chicago,4/28/2011,2.2897E+11,Online Communities,Consumer Services,Consumer Information Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,IL,Chicago Metro,1,1,22.6
Santa Monica,4/28/2011,6.1257E+11,Wind/Water and Geothermal Energy,Energy and Utilities,Renewable Energy,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,First Round,CA,Los Angeles Metro,1,1,1.5
Sunnyvale,4/28/2011,6.09884E+11,Drug Delivery,Healthcare,Biopharmaceuticals,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Pre-Clinical Trials,First Round,CA,San Francisco Bay Area,1,1,1
Tustin,4/28/2011,6.13449E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Product Development,First Round,CA,Orange County,1,1,0.2
Waltham,4/28/2011,69036759140,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,MA,Boston Metro,1,1,19
Kirkland,4/28/2011,1.16038E+11,Communications Software,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,2
Austin,4/28/2011,86397759200,Application-Specific Integrated Circuits,Information Technology,Semiconductors,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,8.86
Austin,4/28/2011,97420758631,Network/Systems Management Software,Information Technology,Software,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,25
Irving,4/28/2011,6.13421E+11,Business Applications Software,Information Technology,Software,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,Later Stage,TX,Dallas-Fort Worth,1,1,
Columbia,4/29/2011,6.13522E+11,Business to Business Marketplaces,Business and Financial Services,Business Support Services,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,First Round,MD,Potomac,1,1,1
New York,4/29/2011,89272759282,Advertising/Marketing,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,NY,New York Metro,1,1,5.17
New York,4/29/2011,2.30184E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Later Stage,NY,New York Metro,1,1,9.25
Billerica,4/29/2011,90342758880,IT Consulting,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,20.5
Columbia,4/29/2011,3.57913E+11,Human Resources/Recruitment,Business and Financial Services,Business Support Services,"Charleston-North Charleston-Summerville, SC",South East,Generating Revenue,Second Round,SC,,1,1,7.2
San Francisco,4/29/2011,6.13631E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,3.25
San Francisco,4/29/2011,6.11668E+11,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,First Round,CA,San Francisco Bay Area,1,1,20.1
Ann Arbor,4/29/2011,6.13635E+11,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"Ann Arbor, MI",Midwest East,Generating Revenue,First Round,MI,,1,1,7
Cambridge,4/29/2011,6.05342E+11,Medical Devices and Equipment: Other,Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,MA,Boston Metro,1,1,3.5
San Antonio,4/29/2011,6.10098E+11,Patient Monitoring/Biofeedback,Healthcare,Medical Devices and Equipment,"San Antonio, TX",South Central,Product Development,First Round,TX,,1,1,2.5
Rockville,4/29/2011,59445759020,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Product Development,Later Stage,MD,Potomac,1,1,6.77
Aliso Viejo,4/29/2011,1.0424E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,CA,Orange County,1,1,15.92
Carlsbad,4/29/2011,79385758996,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Diego-Carlsbad-San Marcos, CA",Southern California,Generating Revenue,Later Stage,CA,San Diego Metro,1,1,0.5
Menlo Park,4/29/2011,1.15333E+11,Wireless Telecommunications Service Providers,Information Technology,Communications and Networking,"San Francisco-Oakland-Fremont, CA",Northern California,Startup,First Round,CA,San Francisco Bay Area,1,1,8
Andover,4/29/2011,95033759222,Business Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,1.6
Viera,4/29/2011,96349759316,Wireless Communications Equipment,Information Technology,Communications and Networking,"Palm Bay-Melbourne-Titusville, FL",South East,Generating Revenue,Later Stage,FL,,1,1,10.71
Fairfax,4/29/2011,3.53476E+11,Network/Systems Management Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Product In Beta Test,Second Round,VA,Potomac,1,1,3.07
San Francisco,4/29/2011,1.1059E+11,Multimedia/Streaming Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,0.3
Boston,4/30/2011,1.14928E+11,Online Communities,Consumer Services,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,4
Palo Alto,4/30/2011,6.11078E+11,Online Communities,Consumer Services,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,5
San Francisco,4/30/2011,6.13529E+11,Specialty Retailers,Consumer Services,Retailers,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,1.1
Pasadena,4/30/2011,1.06665E+11,Biofuels/Biomass,Energy and Utilities,Renewable Energy,"Houston-Baytown-Sugar Land, TX",South Central,Product In Beta Test,Later Stage,TX,,1,1,55
Boston,4/30/2011,1.10109E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,MA,Boston Metro,1,1,8.76
Los Angeles,4/30/2011,6.14547E+11,To Be Assigned,To Be Assigned,To Be Assigned,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Startup,First Round,CA,Los Angeles Metro,1,1,
Cleveland,5/1/2011,3.59448E+11,Surgical Devices,Healthcare,Medical Devices and Equipment,"Cleveland-Elyria-Mentor, OH",Midwest East,Generating Revenue,Second Round,OH,,1,1,0.6
Burlingame,5/2/2011,1.06769E+11,Human Resources/Recruitment,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,15
Seattle,5/2/2011,1.16076E+11,Payment/Transactional Processing,Business and Financial Services,Financial Institutions and Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Second Round,WA,Seattle Metro,1,1,7.38
New York,5/2/2011,6.1342E+11,Clothing/Accessory Retailers,Consumer Services,Retailers,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,NY,New York Metro,1,1,3
San Francisco,5/2/2011,2.28236E+11,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,0.5
Marina del Rey,5/2/2011,1.14299E+11,Entertainment,Consumer Services,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,CA,Los Angeles Metro,1,1,4
Coconut Grove,5/2/2011,2.30387E+11,Educational/Training Media and Services,Consumer Services,Media and Content,"Miami-Fort Lauderdale-Pompano Beach, FL",South East,Generating Revenue,Second Round,FL,,1,1,4.25
San Rafael,5/2/2011,98510761290,Solar Energy,Energy and Utilities,Renewable Energy,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,1.87
Bethesda,5/2/2011,6.11438E+11,Patient Monitoring/Biofeedback,Healthcare,Medical Devices and Equipment,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Second Round,MD,Potomac,1,1,1
